sampleDate,MCurtis-1,Bluffers-10,Rouge-11,Sunnyside-2,Hanlans-3,Gibraltar-4,Centre-5,Wards-6,Cherry-7,Woodbine-8,KewBalmy-9
2009-06-01,27,12,39,28,11,18,24,63,51,10,10
2009-06-02,10,14,52,16,10,18,22,18,19,10,10
2009-06-03,22,11,14,10,10,11,14,10,10,10,10
2009-06-04,26,10,11,10,10,11,11,10,10,10,10
2009-06-05,35,10,31,11,10,10,10,12,10,10,10
2009-06-06,133,13,29,18,12,10,12,16,10,12,10
2009-06-07,604,16,20,97,37,28,41,47,10,12,11
2009-06-08,405,17,99,142,31,33,43,39,10,10,12
2009-06-09,nan,37,368,63,11,20,16,11,12,18,34
2009-06-10,170,25,155,26,11,18,21,11,12,18,31
2009-06-11,62,10,27,12,10,11,17,11,10,10,10
2009-06-12,26,14,61,14,10,10,11,12,11,13,14
2009-06-13,114,14,46,20,10,10,12,15,14,13,14
2009-06-14,219,10,11,19,11,10,13,16,15,10,11
2009-06-15,199,10,13,14,11,10,13,11,13,10,11
2009-06-16,47,10,28,16,10,10,15,10,11,10,12
2009-06-17,62,60,138,37,11,10,14,10,11,50,81
2009-06-18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-06-19,343,315,86,65,11,10,13,33,46,88,108
2009-06-20,758,425,101,63,nan,nan,nan,nan,206,61,93
2009-06-21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-06-22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-06-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-06-24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-06-25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-06-26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-06-27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-06-28,nan,28,nan,34,nan,nan,nan,nan,351,31,40
2009-06-29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-06-30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-03,nan,nan,nan,38,nan,nan,nan,nan,nan,nan,nan
2009-07-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-09,nan,15,nan,nan,nan,nan,nan,nan,15,11,16
2009-07-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-15,nan,18,nan,15,nan,nan,nan,nan,nan,25,32
2009-07-16,nan,20,nan,22,nan,nan,nan,nan,26,44,33
2009-07-17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-20,nan,19,nan,27,nan,nan,nan,nan,23,nan,22
2009-07-21,nan,24,nan,49,nan,nan,nan,nan,15,33,59
2009-07-22,nan,77,nan,63,nan,nan,nan,nan,18,91,162
2009-07-23,nan,309,nan,124,nan,nan,nan,nan,32,332,279
2009-07-24,nan,633,nan,294,nan,nan,nan,nan,58,511,535
2009-07-25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-07-27,nan,189,nan,309,nan,nan,nan,nan,65,882,623
2009-07-28,nan,34,nan,240,nan,nan,nan,nan,53,588,372
2009-07-29,nan,135,nan,182,nan,nan,nan,nan,nan,169,104
2009-07-30,nan,457,nan,272,nan,nan,nan,nan,39,106,46
2009-07-31,1252,81,196,149,17,20,42,39,22,50,38
2009-08-01,356,16,29,49,39,23,73,13,10,21,21
2009-08-02,284,13,33,80,31,19,46,11,11,20,19
2009-08-03,407,11,37,119,13,17,22,11,11,16,23
2009-08-04,149,18,28,88,13,12,29,13,12,13,39
2009-08-05,305,21,54,182,79,12,53,16,15,46,40
2009-08-06,356,14,96,172,323,22,40,30,16,98,18
2009-08-07,53,14,54,30,95,27,42,36,17,23,18
2009-08-08,53,11,18,17,26,15,77,17,14,10,18
2009-08-09,252,35,nan,49,10,19,118,21,14,31,42
2009-08-10,199,87,nan,239,10,23,132,60,25,54,90
2009-08-11,113,66,1885,201,16,36,78,36,27,19,38
2009-08-12,357,218,709,148,nan,nan,nan,nan,16,11,41
2009-08-13,706,83,252,228,15,25,26,19,12,10,59
2009-08-14,198,10,207,83,14,11,60,17,12,10,28
2009-08-15,119,10,49,42,11,14,94,12,12,17,54
2009-08-16,136,10,12,32,11,13,22,11,11,20,38
2009-08-17,124,22,27,115,10,10,22,12,12,26,39
2009-08-18,125,31,153,258,11,13,74,13,113,122,295
2009-08-19,49,17,162,83,12,14,38,12,116,92,97
2009-08-20,152,29,146,49,11,15,23,12,12,26,34
2009-08-21,811,33,192,222,16,16,61,11,16,67,98
2009-08-22,801,13,284,815,41,13,70,31,26,68,70
2009-08-23,686,11,156,276,28,11,27,53,55,17,30
2009-08-24,246,11,72,60,10,10,14,19,55,15,31
2009-08-25,153,10,101,30,13,10,35,12,19,25,47
2009-08-26,290,13,53,61,21,14,62,11,11,22,44
2009-08-27,609,14,nan,50,nan,nan,nan,nan,11,33,124
2009-08-28,190,52,122,28,13,14,26,10,13,121,700
2009-08-29,216,267,696,75,17,21,22,11,13,282,1209
2009-08-30,nan,131,276,149,42,52,57,14,41,166,415
2009-08-31,143,24,27,93,27,28,30,24,49,30,47
2009-09-01,24,11,36,86,10,11,10,18,13,12,15
2009-09-02,33,11,29,65,10,10,13,10,10,14,12
2009-09-03,40,10,11,44,nan,nan,nan,nan,10,13,11
2009-09-04,60,11,22,75,11,11,18,nan,10,10,13
2009-09-05,105,12,64,127,31,40,38,33,10,11,19
2009-09-06,241,14,317,123,29,37,29,33,13,13,32
2010-06-06,526,152,556,149,39,24,nan,nan,88,148,213
2010-06-07,305,89,244,229,48,18,nan,nan,92,104,147
2010-06-08,95,11,20,68,12,14,16,40,30,17,17
2010-06-09,nan,45,70,53,11,21,15,34,14,12,25
2010-06-10,nan,127,286,115,11,31,26,25,13,18,38
2010-06-11,62,28,41,65,11,16,17,13,11,14,16
2010-06-12,86,54,66,91,nan,nan,nan,nan,56,21,44
2010-06-13,369,76,497,163,nan,nan,nan,nan,104,37,76
2010-06-14,156,14,75,61,15,19,35,21,19,18,22
2010-06-15,32,10,39,35,11,11,14,11,11,11,15
2010-06-16,95,135,368,88,13,33,23,15,15,39,56
2010-06-17,210,443,125,102,16,38,41,18,25,41,53
2010-06-18,100,33,41,30,12,14,32,28,45,11,13
2010-06-19,235,32,146,44,11,18,35,44,31,31,22
2010-06-20,187,34,54,55,11,16,38,19,19,31,20
2010-06-21,325,11,16,29,11,10,20,11,17,10,11
2010-06-22,109,103,159,37,12,17,31,13,19,28,43
2010-06-23,147,129,117,117,13,22,55,14,16,28,73
2010-06-24,152,14,17,233,20,26,114,26,17,10,26
2010-06-25,13,11,22,107,32,29,193,218,19,10,14
2010-06-26,29,12,40,104,69,52,182,366,33,15,17
2010-06-27,64,12,41,53,39,37,63,42,30,15,17
2010-06-28,165,45,105,131,24,11,50,18,19,57,61
2010-06-29,86,69,198,467,131,14,102,85,29,57,77
2010-06-30,21,39,62,111,111,24,103,184,61,15,35
2010-07-01,204,25,25,40,20,41,101,78,50,15,28
2010-07-02,1267,10,10,69,29,66,74,31,27,10,11
2010-07-03,729,14,55,100,29,33,73,29,22,11,16
2010-07-04,210,64,nan,63,65,18,77,25,15,29,61
2010-07-05,40,46,76,100,nan,nan,nan,nan,14,30,49
2010-07-06,28,10,65,61,10,10,15,13,11,12,11
2010-07-07,209,10,290,55,10,12,33,11,11,12,13
2010-07-08,479,14,1259,186,19,16,66,13,22,15,23
2010-07-09,631,83,565,371,28,16,72,27,62,15,62
2010-07-10,824,107,34,336,15,15,72,127,125,17,69
2010-07-11,1497,25,31,142,20,33,122,337,202,29,49
2010-07-12,1377,13,257,122,27,26,133,68,111,26,62
2010-07-13,410,nan,439,178,15,11,155,12,181,47,73
2010-07-14,79,373,255,75,18,18,173,11,81,107,97
2010-07-15,33,288,199,39,15,17,55,11,10,69,41
2010-07-16,100,129,78,128,38,33,81,20,25,37,21
2010-07-17,39,69,46,125,91,104,207,30,107,30,28
2010-07-18,47,51,133,64,32,51,126,32,205,37,31
2010-07-19,105,131,136,88,13,17,45,20,49,28,33
2010-07-20,32,81,39,61,10,13,65,39,15,14,18
2010-07-21,168,10,30,87,20,26,128,47,24,10,11
2010-07-22,142,10,19,67,20,20,28,12,16,10,14
2010-07-23,166,99,151,200,36,46,122,17,29,106,147
2010-07-24,1095,152,592,513,108,92,540,47,153,303,570
2010-07-25,1298,32,220,309,108,27,310,100,150,48,117
2010-07-26,334,21,60,144,71,16,92,53,59,17,41
2010-07-27,108,11,27,60,20,12,25,26,27,11,20
2010-07-28,482,55,359,129,22,18,41,21,19,39,34
2010-07-29,168,229,221,194,24,30,68,33,19,37,29
2010-07-30,97,45,43,244,21,45,72,120,34,10,12
2010-07-31,132,13,31,129,20,24,26,45,25,11,17
2010-08-01,304,59,66,37,24,43,21,11,11,21,67
2010-08-02,348,46,59,53,24,91,45,10,11,20,87
2010-08-03,80,12,13,56,10,21,27,10,11,12,27
2010-08-04,29,12,15,69,13,23,36,16,11,13,29
2010-08-05,30,10,13,90,14,27,47,16,11,13,33
2010-08-06,60,21,12,56,11,13,18,10,10,15,22
2010-08-07,63,23,11,49,11,11,18,10,10,14,23
2010-08-08,193,22,19,52,20,22,53,12,14,23,53
2010-08-09,72,21,40,93,20,22,36,12,17,36,43
2010-08-10,44,13,216,225,11,10,11,10,12,22,16
2010-08-11,57,12,493,125,10,10,34,13,18,14,14
2010-08-12,117,10,49,38,18,15,47,15,26,17,82
2010-08-13,718,18,34,43,18,16,23,13,14,65,333
2010-08-14,1000,42,186,44,10,12,21,21,10,68,109
2010-08-15,824,31,139,94,10,14,49,18,13,37,72
2010-08-16,96,38,88,122,14,14,54,10,13,35,163
2010-08-17,82,40,174,343,nan,28,87,113,44,42,104
2010-08-18,123,22,74,218,nan,30,59,143,44,24,21
2010-08-19,35,16,19,29,10,11,13,13,10,13,22
2010-08-20,125,64,103,76,14,45,43,15,14,38,73
2010-08-21,90,230,476,106,17,45,39,16,14,146,216
2010-08-22,119,244,1342,117,114,90,105,104,85,154,449
2010-08-23,110,411,1643,154,309,nan,nan,nan,192,258,746
2010-08-24,101,326,558,70,45,nan,nan,nan,107,433,675
2010-08-25,98,187,88,54,13,10,14,26,88,135,155
2010-08-26,27,40,14,108,10,16,15,12,19,39,50
2010-08-27,49,14,34,126,10,16,11,18,12,20,28
2010-08-28,92,16,52,70,16,22,12,16,16,16,25
2010-08-29,136,12,27,63,16,22,16,13,13,14,20
2010-08-30,30,10,14,55,10,10,16,12,11,11,14
2010-08-31,10,10,11,41,10,10,12,10,11,10,14
2010-09-01,13,10,11,27,10,10,10,10,11,10,14
2010-09-02,21,11,16,53,11,10,24,10,11,12,18
2010-09-03,63,29,216,140,11,10,32,10,10,18,83
2010-09-04,nan,30,329,nan,nan,nan,nan,nan,49,37,230
2010-09-05,nan,12,24,nan,nan,nan,nan,nan,82,30,79
2011-06-05,22,26,74,48,18,18,26,24,13,24,10
2011-06-06,29,17,96,35,18,22,27,51,16,12,10
2011-06-07,129,10,22,104,15,nan,nan,nan,64,22,33
2011-06-08,135,10,11,152,15,nan,nan,nan,52,23,40
2011-06-09,50,54,56,66,14,12,30,21,14,11,12
2011-06-10,42,70,84,42,13,19,43,41,28,11,10
2011-06-11,31,16,79,18,12,26,37,45,25,10,10
2011-06-12,36,12,55,27,14,15,18,18,13,11,11
2011-06-13,21,11,11,29,11,10,19,15,14,11,11
2011-06-14,21,11,48,16,10,15,25,19,19,10,11
2011-06-15,26,10,48,16,11,15,31,22,15,10,11
2011-06-16,25,15,11,22,11,11,27,22,11,11,10
2011-06-17,28,20,40,69,10,15,19,22,18,11,13
2011-06-18,22,13,35,80,10,13,15,21,16,10,13
2011-06-19,17,30,61,19,10,nan,13,17,10,13,22
2011-06-20,35,36,66,14,11,nan,14,13,11,13,29
2011-06-21,49,15,18,22,11,16,14,11,14,11,18
2011-06-22,34,16,74,57,10,25,23,17,13,12,35
2011-06-23,22,33,361,284,11,27,60,18,13,26,262
2011-06-24,50,69,199,542,30,34,143,44,106,36,156
2011-06-25,113,26,28,447,142,136,184,213,226,16,18
2011-06-26,39,10,12,159,nan,nan,nan,nan,nan,12,12
2011-06-27,30,11,13,32,nan,nan,nan,nan,nan,10,11
2011-06-28,25,27,58,33,12,40,29,15,19,19,21
2011-06-29,17,77,65,63,23,39,21,15,29,19,28
2011-06-30,21,31,19,26,27,29,18,24,18,10,15
2011-07-01,30,10,14,11,12,16,14,16,15,10,12
2011-07-02,19,10,35,18,10,15,18,10,15,10,12
2011-07-03,22,12,37,43,13,14,22,11,26,10,19
2011-07-04,24,12,13,32,17,11,19,11,23,10,16
2011-07-05,14,10,11,15,13,11,15,10,10,10,10
2011-07-06,11,10,22,38,49,13,23,16,12,10,11
2011-07-07,21,10,27,44,49,14,24,16,13,10,11
2011-07-08,21,10,49,23,10,15,16,10,11,11,11
2011-07-09,15,10,150,31,10,25,18,19,10,11,10
2011-07-10,16,10,87,34,14,18,23,24,12,10,12
2011-07-11,15,11,44,40,14,10,16,12,12,11,19
2011-07-12,18,11,19,61,14,10,17,12,29,11,24
2011-07-13,14,11,29,32,14,11,37,12,54,11,17
2011-07-14,12,10,29,11,10,11,22,10,19,10,11
2011-07-15,16,10,20,23,11,11,16,10,10,10,10
2011-07-16,84,15,58,34,11,13,43,11,10,21,25
2011-07-17,103,nan,58,25,nan,nan,55,nan,nan,37,56
2011-07-18,31,10,82,81,10,10,51,10,16,22,47
2011-07-19,46,31,279,93,26,27,149,11,26,25,65
2011-07-20,96,16,166,39,11,19,58,17,11,17,43
2011-07-21,62,11,32,94,18,11,21,18,17,13,27
2011-07-22,23,11,17,58,21,15,38,12,26,12,25
2011-07-23,20,16,93,24,16,14,60,16,15,13,53
2011-07-24,111,18,1081,97,14,nan,172,nan,nan,30,250
2011-07-25,243,154,3833,169,29,nan,90,nan,nan,69,445
2011-07-26,51,182,2918,99,56,31,33,19,11,36,290
2011-07-27,19,16,142,30,27,31,26,31,10,13,55
2011-07-28,20,18,66,25,26,28,32,40,11,15,26
2011-07-29,38,23,89,97,24,37,70,22,18,19,33
2011-07-30,41,16,52,53,23,25,55,14,15,15,52
2011-07-31,29,11,134,17,19,12,21,13,11,11,30
2011-08-01,44,17,76,19,17,10,29,11,11,11,16
2011-08-02,54,24,21,60,16,10,39,10,11,11,25
2011-08-03,70,30,107,149,15,37,15,10,13,16,84
2011-08-04,243,28,955,72,17,66,14,21,90,42,291
2011-08-05,202,17,339,32,16,24,18,64,67,38,127
